売上年月日,社員番号,社員名,役職,部門番号,部門名,担当エリア,顧客番号,顧客名,売上金額
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29865,Highway Bike Shop,5887.3122
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29949,Security Racks and Locks Wholesalers,20.52
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29935,Frugal Bike Shop,35291.1994
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30094,Quantity Discounts,47221.4229
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30107,Permanent Finish Products,34148.3461
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29703,Preferred Bikes,51103.1263
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29919,Mountain Bike Center,44297.9357
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29757,Basic Sports Equipment,314.4612
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29784,Big-Time Bike Store,10151.684
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30047,Valley Bicycle Distributors,14.1289
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29522,Resale Services,41005.0451
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30022,Metropolitan Manufacturing,2818.764
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30012,Alpine Ski House,2014.254
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29924,Reasonable Bicycle Sales,79066.7942
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29901,Sturdy Toys,39124.5205
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29853,Affordable Sports Equipment,49789.1608
2012-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29913,Field Trip Store,60818.3513
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29781,The Bicycle Accessories Company,5637.528
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29957,Eastside Department Store,79000.3618
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29975,Sports Products Store,4707.8632
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30110,Exercise Center,250.83
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29793,Commercial Sporting Goods,70011.4
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29573,Economy Bikes Company,1242.8518
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29938,Trailblazing Sports,27258.3596
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29584,Futuristic Bikes,275.388
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29982,Discount Tours,1981.2567
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29568,Coalition Bike Company,4425.7929
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29929,Many Bikes Store,38235.7269
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29788,The New Bike Store,1409.382
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29531,Remarkable Bike Store,7046.91
2012-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29739,Retail Sporting Equipment,30460.4065
2012-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29826,Countryside Company,627.768
2012-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29636,Western Bike Supplies,3288.558
2012-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29744,Real Sporting Goods,40230.98
2012-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29771,Associated Bikes,1499.1678
2012-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29783,Futuristic Sport Distributors,28063.2571
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30028,Professional Containers and Packaging Co.,2595.6818
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29703,Preferred Bikes,38334.652
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29757,Basic Sports Equipment,159.558
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29784,Big-Time Bike Store,20078.2551
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30040,Major Sporting Goods,469.794
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30047,Valley Bicycle Distributors,672.2505
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29662,Fleet Bikes,1229.4589
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30094,Quantity Discounts,42594.4535
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29818,Brakes and Gears,66265.3313
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29919,Mountain Bike Center,44669.7475
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30107,Permanent Finish Products,25187.5169
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29949,Security Racks and Locks Wholesalers,74.838
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29865,Highway Bike Shop,6577.116
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29935,Frugal Bike Shop,33016.168
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29511,Bold Bike Accessories,141.615
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29522,Resale Services,31128.3693
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30022,Metropolitan Manufacturing,2348.97
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30012,Alpine Ski House,939.588
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29901,Sturdy Toys,26581.4832
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29924,Reasonable Bicycle Sales,82168.7862
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29853,Affordable Sports Equipment,50953.322
2012-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29913,Field Trip Store,55911.9636
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29781,The Bicycle Accessories Company,2818.764
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30110,Exercise Center,67.549
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29847,Good Toys,648.9054
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29938,Trailblazing Sports,14819.6397
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29793,Commercial Sporting Goods,36850.5686
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29739,Retail Sporting Equipment,6125.1688
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29975,Sports Products Store,4228.146
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29957,Eastside Department Store,44295.8324
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29531,Remarkable Bike Store,10335.468
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29584,Futuristic Bikes,1601.5227
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29982,Discount Tours,1409.382
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29568,Coalition Bike Company,803.0295
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29929,Many Bikes Store,40310.0159
2013-01-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29788,The New Bike Store,202.332
2013-02-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29565,World Bike Discount Store,44.994
2013-02-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29744,Real Sporting Goods,47965.2654
2013-02-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29636,Western Bike Supplies,6712.194
2013-02-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29771,Associated Bikes,1328.8962
2013-02-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29826,Countryside Company,540.387
2013-02-28,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29783,Futuristic Sport Distributors,31787.5245
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29662,Fleet Bikes,3701.7696
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29949,Security Racks and Locks Wholesalers,736.1455
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29935,Frugal Bike Shop,36879.256
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30094,Quantity Discounts,50702.1158
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30107,Permanent Finish Products,32359.8822
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29703,Preferred Bikes,56174.6585
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29505,Imported and Domestic Cycles,149.031
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29757,Basic Sports Equipment,159.558
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29784,Big-Time Bike Store,14251.5357
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30040,Major Sporting Goods,469.794
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30047,Valley Bicycle Distributors,324.4527
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30028,Professional Containers and Packaging Co.,1731.3963
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29818,Brakes and Gears,78041.5646
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29919,Mountain Bike Center,44893.2146
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29522,Resale Services,29909.6622
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30022,Metropolitan Manufacturing,2818.764
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30012,Alpine Ski House,604.872
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29901,Sturdy Toys,42528.456
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29924,Reasonable Bicycle Sales,93032.5066
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29853,Affordable Sports Equipment,53097.089
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29511,Bold Bike Accessories,780.7197
2013-03-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29913,Field Trip Store,71610.9964
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29781,The Bicycle Accessories Company,6107.322
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29957,Eastside Department Store,87340.1019
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29793,Commercial Sporting Goods,58120.4322
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29573,Economy Bikes Company,3715.1625
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29938,Trailblazing Sports,34930.4656
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29975,Sports Products Store,3720.9227
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30110,Exercise Center,425.8598
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29739,Retail Sporting Equipment,22106.9986
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29982,Discount Tours,2451.0507
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29568,Coalition Bike Company,2009.3707
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29929,Many Bikes Store,33977.5113
2013-04-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29531,Remarkable Bike Store,8256.654
2013-05-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29650,Fitness Cycling,818.7
2013-05-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29744,Real Sporting Goods,77241.2964
2013-05-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30116,Technical Parts Manufacturing,50161.4111
2013-05-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29987,Rally Master Company Inc,108651.1426
2013-05-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29783,Futuristic Sport Distributors,64785.1613
2013-05-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29871,Vale Riding Supplies,5497.4401
2013-05-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29826,Countryside Company,1037.154
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29865,Highway Bike Shop,7728.264
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29949,Security Racks and Locks Wholesalers,790.728
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29935,Frugal Bike Shop,37540.9762
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30107,Permanent Finish Products,97526.0759
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30094,Quantity Discounts,38335.386
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29919,Mountain Bike Center,73437.9329
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29757,Basic Sports Equipment,1630.53
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29818,Brakes and Gears,107270.1188
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30036,Fitness Department Stores,762.9024
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29511,Bold Bike Accessories,857.196
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29913,Field Trip Store,128873.2206
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29924,Reasonable Bicycle Sales,66047.3337
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29901,Sturdy Toys,30516.5072
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30022,Metropolitan Manufacturing,5069.8348
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29522,Resale Services,46428.3351
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30047,Valley Bicycle Distributors,5986.686
2013-06-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29784,Big-Time Bike Store,10805.37
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29485,Professional Sales and Service,29133.471
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29957,Eastside Department Store,104273.0197
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29660,Extreme Riding Supplies,56184.0389
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30033,Transport Bikes,1615.2769
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29653,Thrilling Bike Tours,13119.4132
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30089,Thrifty Parts and Sales,202.332
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30027,Engineered Bike Systems,3741.6939
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29847,Good Toys,26.724
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29938,Trailblazing Sports,38783.562
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29975,Sports Products Store,10687.854
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29531,Remarkable Bike Store,10033.7457
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29877,Paints and Solvents Company,10268.513
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29982,Discount Tours,2760.444
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29568,Coalition Bike Company,1101.282
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29638,Aerobic Exercise Company,48.594
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29781,The Bicycle Accessories Company,3794.9789
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29584,Futuristic Bikes,552.93
2013-07-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29929,Many Bikes Store,46694.2363
2013-08-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29650,Fitness Cycling,595.338
2013-08-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29744,Real Sporting Goods,51341.6887
2013-08-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30116,Technical Parts Manufacturing,45633.21
2013-08-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29826,Countryside Company,1768.878
2013-08-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29987,Rally Master Company Inc,74321.3769
2013-08-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29565,World Bike Discount Store,398.502
2013-08-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29871,Vale Riding Supplies,3589.794
2013-08-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29783,Futuristic Sport Distributors,30922.3537
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29949,Security Racks and Locks Wholesalers,338.994
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29865,Highway Bike Shop,5558.423
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30036,Fitness Department Stores,12.144
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29935,Frugal Bike Shop,37891.884
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30094,Quantity Discounts,39988.776
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30107,Permanent Finish Products,73114.151
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29919,Mountain Bike Center,62739.666
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29757,Basic Sports Equipment,900.204
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29818,Brakes and Gears,110050.8354
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29924,Reasonable Bicycle Sales,51377.0302
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29511,Bold Bike Accessories,2783.988
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29901,Sturdy Toys,25527.645
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29784,Big-Time Bike Store,5927.946
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30022,Metropolitan Manufacturing,905.88
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29522,Resale Services,31328.4204
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30047,Valley Bicycle Distributors,6236.76
2013-09-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29913,Field Trip Store,112044.8055
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29485,Professional Sales and Service,28413.4274
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29957,Eastside Department Store,73605.9574
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29660,Extreme Riding Supplies,52370.7113
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30027,Engineered Bike Systems,4557.378
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30089,Thrifty Parts and Sales,2632.236
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29938,Trailblazing Sports,33623.778
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29653,Thrilling Bike Tours,18959.586
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29975,Sports Products Store,4878.75
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30033,Transport Bikes,1920.486
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29877,Paints and Solvents Company,17744.274
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29568,Coalition Bike Company,2109.456
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29929,Many Bikes Store,34696.2614
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29982,Discount Tours,2771.334
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29638,Aerobic Exercise Company,441.918
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29584,Futuristic Bikes,411.702
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29847,Good Toys,559.23
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29781,The Bicycle Accessories Company,2227.386
2013-10-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29531,Remarkable Bike Store,7382.2571
2013-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29565,World Bike Discount Store,2689.176
2013-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30116,Technical Parts Manufacturing,49123.686
2013-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29783,Futuristic Sport Distributors,14805.5231
2013-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29744,Real Sporting Goods,41791.007
2013-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29826,Countryside Company,677.988
2013-11-30,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29871,Vale Riding Supplies,8610.03
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29818,Brakes and Gears,86975.0655
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29949,Security Racks and Locks Wholesalers,90.588
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29865,Highway Bike Shop,4528.728
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30036,Fitness Department Stores,445.41
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30094,Quantity Discounts,35670.744
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30107,Permanent Finish Products,48522.8138
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29935,Frugal Bike Shop,21306.444
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29901,Sturdy Toys,23960.9846
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29919,Mountain Bike Center,60119.022
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29511,Bold Bike Accessories,722.142
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29924,Reasonable Bicycle Sales,54368.508
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29784,Big-Time Bike Store,6708.78
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30022,Metropolitan Manufacturing,3115.722
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29757,Basic Sports Equipment,41.994
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30047,Valley Bicycle Distributors,7678.92
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29522,Resale Services,38575.0104
2013-12-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29913,Field Trip Store,104325.1067
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29485,Professional Sales and Service,22021.782
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29957,Eastside Department Store,52766.5746
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29660,Extreme Riding Supplies,25622.286
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30033,Transport Bikes,445.41
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29975,Sports Products Store,2810.598
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29653,Thrilling Bike Tours,10723.992
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30089,Thrifty Parts and Sales,1466.01
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29938,Trailblazing Sports,12552.204
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30027,Engineered Bike Systems,11376.702
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29531,Remarkable Bike Store,4836.491
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29877,Paints and Solvents Company,20177.232
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29568,Coalition Bike Company,1582.464
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29982,Discount Tours,6139.746
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29638,Aerobic Exercise Company,453.252
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29847,Good Toys,74.508
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29781,The Bicycle Accessories Company,3128.7791
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29584,Futuristic Bikes,2222.748
2014-01-29,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29929,Many Bikes Store,58249.404
2014-03-01,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29744,Real Sporting Goods,53770.9719
2014-03-01,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30116,Technical Parts Manufacturing,42195.894
2014-03-01,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29987,Rally Master Company Inc,101438.0899
2014-03-01,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29650,Fitness Cycling,26.724
2014-03-01,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29826,Countryside Company,1912.308
2014-03-01,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29871,Vale Riding Supplies,3589.794
2014-03-01,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29783,Futuristic Sport Distributors,27769.0151
2014-03-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29949,Security Racks and Locks Wholesalers,529.4928
2014-03-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29865,Highway Bike Shop,6979.656
2014-03-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,29935,Frugal Bike Shop,25757.0601
2014-03-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30094,Quantity Discounts,33513.366
2014-03-31,276,Linda C Mitchell,Sales Representative,010,Sales,Southwest,30107,Permanent Finish Products,68925.4289
